timestamp_day,count,daily_engagement
2019-04-04,1973,1.249184832502865
2019-04-05,1688,1.0687399884768556
2019-04-06,1010,0.6394712016360332
2019-04-07,970,0.6141456094920319
2019-04-08,2004,1.268812166414466
2019-04-09,2171,1.3745465136156714
2019-04-10,2119,1.3416232438284696
2019-04-11,1844,1.1675097978384608
2019-04-12,1721,1.0896336019956567
2019-04-13,1059,0.6704950520124349
2019-04-14,1094,0.6926549451384361
2019-04-15,1998,1.2650133275928657
2019-04-16,1956,1.2384214558416644
2019-04-17,1835,1.1618115396060604
2019-04-18,1688,1.0687399884768556
2019-04-19,1362,0.8623364125032448
2019-04-20,1026,0.6496014384936337
2019-04-21,915,0.5793229202940301
2019-04-22,1594,1.0092248469384524
2019-04-23,1976,1.251084251913665
2019-04-24,1956,1.2384214558416644
2019-04-25,1862,1.1789063143032612
2019-04-26,1651,1.0453138157436543
2019-04-27,982,0.6217432871352323
2019-04-28,1023,0.6477020190828336
2019-04-29,2063,1.3061674148268678
2019-04-30,2006,1.2700784460216659
2019-05-01,1969,1.2466522732884648
2019-05-02,1942,1.229557498591264
2019-05-03,1692,1.0712725476912557
2019-05-04,1111,0.7034183217996366
2019-05-05,1079,0.6831578480844356
2019-05-06,1941,1.228924358787664
2019-05-07,2025,1.2821081022900667
2019-05-08,1986,1.2574156499496654
2019-05-09,1995,1.2631139081820657
2019-05-10,1738,1.1003969786568573
2019-05-11,1000,0.6331398036000329
2019-05-12,937,0.5932519959732309
2019-05-13,2004,1.268812166414466
2019-05-14,1955,1.2377883160380643
2019-05-15,2196,1.3903750087056723
2019-05-16,2116,1.3397238244176697
2019-05-17,1933,1.2238592403588635
2019-05-18,1084,0.6863235471024357
2019-05-19,1041,0.6590985355476342
2019-05-20,2180,1.380244771848072
2019-05-21,2306,1.460020387101676
2019-05-22,2231,1.4125349018316735
2019-05-23,2057,1.3023685760052677
2019-05-24,1783,1.1288882698188587
2019-05-25,1058,0.6698619122088348
2019-05-26,987,0.6249089861532325
2019-05-27,1584,1.0028934489024521
2019-05-28,2355,1.4910442374780775
2019-05-29,2175,1.3770790728300717
2019-05-30,2068,1.309333113844868
2019-05-31,1916,1.213095863697663
2019-06-01,1224,0.7749631196064404
2019-06-02,957,0.6059147920452315
2019-06-03,2385,1.5100384315860784
2019-06-04,2146,1.3587180185256706
2019-06-05,2055,1.3011022963980676
2019-06-06,2027,1.2833743818972667
2019-06-07,1772,1.1219237319792583
2019-06-08,1016,0.6432700404576335
2019-06-09,1038,0.6571991161368341
2019-06-10,2094,1.325794748738469
2019-06-11,2236,1.4157006008496735
2019-06-12,2245,1.421398859082074
2019-06-13,2079,1.3162976516844684
2019-06-14,1837,1.1630778192132605
2019-06-15,1061,0.6717613316196349
2019-06-16,944,0.5976839745984311
2019-06-17,2236,1.4157006008496735
2019-06-18,2214,1.4017715251704728
2019-06-19,2200,1.3929075679200724
2019-06-20,2063,1.3061674148268678
2019-06-21,1837,1.1630778192132605
2019-06-22,1023,0.6477020190828336
2019-06-23,1077,0.6818915684772354
2019-06-24,2243,1.4201325794748738
2019-06-25,2192,1.3878424494912722
2019-06-26,2065,1.3074336944340679
2019-06-27,2041,1.292238339147667
2019-06-28,1900,1.2029656268400626
2019-06-29,1116,0.7065840208176367
2019-06-30,1063,0.6730276112268351
2019-07-01,2324,1.4714169035664766
2019-07-02,2472,1.5651215944992813
2019-07-03,2180,1.380244771848072
2019-07-04,1694,1.0725388272984557
2019-07-05,1756,1.111793495121658
2019-07-06,1055,0.6679624927980348
2019-07-07,1056,0.6685956326016348
2019-07-08,2408,1.5246006470688793
2019-07-09,2348,1.4866122588528774
2019-07-10,2167,1.3720139544012713
2019-07-11,2157,1.365682556365271
2019-07-12,1851,1.1719417764636608
2019-07-13,1069,0.6768264500484352
2019-07-14,1043,0.6603648151548344
2019-07-15,2225,1.4087360630100731
2019-07-16,2381,1.5075058723716783
2019-07-17,2214,1.4017715251704728
2019-07-18,2300,1.4562215482800758
2019-07-19,2004,1.268812166414466
2019-07-20,1170,0.7407735702120386
2019-07-21,1047,0.6628973743692345
2019-07-22,2353,1.4897779578708774
2019-07-23,2264,1.4334285153504747
2019-07-24,2181,1.3808779116516718
2019-07-25,2212,1.4005052455632727
2019-07-26,2047,1.2960371779692674
2019-07-27,1182,0.748371247855239
2019-07-28,1152,0.7293770537472379
2019-07-29,2378,1.5056064529608784
2019-07-30,2484,1.5727192721424816
2019-07-31,2436,1.5423285615696802
2019-08-01,2450,1.5511925188200806
2019-08-02,2185,1.383410470866072
2019-08-03,1222,0.7736968399992402
2019-08-04,1068,0.6761933102448351
2019-08-05,2440,1.5448611207840803
2019-08-06,2491,1.577151250767682
2019-08-07,2331,1.4758488821916766
2019-08-08,2309,1.4619198065124759
2019-08-09,2077,1.3150313720772684
2019-08-10,1234,0.7812945176424406
2019-08-11,1186,0.7509038070696391
2019-08-12,2376,1.5043401733536783
2019-08-13,2349,1.4872453986564773
2019-08-14,2378,1.5056064529608784
2019-08-15,1111,0.7034183217996366
